acc,loss,val_acc,val_loss
0.46168224583162326,0.6963970494047503,0.5027933049135368,0.6935964543060218
0.532710279816779,0.6899814739405552,0.5307262559842797,0.6902891047840012
0.5682242830223012,0.6870709267732139,0.5754190040700262,0.6866830524119585
0.6485981322894586,0.6819968819618225,0.5921787882650364,0.6834358999183058
0.6485981278330366,0.6788307929707464,0.6145251393318176,0.6804479347260971
0.6560747784988903,0.6743685330185935,0.6592178974071694,0.6757463649664511
0.7009345805533579,0.6698844499677141,0.6201117261827991,0.6732739792855759
0.6859813109736577,0.6656923193797887,0.648044680416917,0.6683457956633754
0.6766355271651366,0.6614518895327488,0.6871508253353268,0.6618515829134254
0.7196261609826132,0.6563167805983642,0.7262570065493025,0.6560092774849364
0.7102803610195624,0.6507693289596344,0.7150837895590499,0.650218213736678
0.7607476588721588,0.6427149243443926,0.6927374321655189,0.6472677748296514
0.7233644896578566,0.6382472632087279,0.7486033476264783,0.63686841526511
0.7495327068266467,0.6319174259622521,0.6927374321655189,0.6372112938145685
0.7308411180416,0.6238097866004872,0.7262569665908813,0.6230677273020399
0.7532710271460987,0.6141060267653421,0.7206703797398999,0.6123840812198277
0.7345794305623135,0.6088403535780506,0.7262569669238682,0.6077280547365796
0.7607476572010005,0.5964055568258338,0.6983239990372897,0.6040882188514625
0.7626168254379914,0.5861262952055887,0.7653631381482385,0.5803003507619463
0.7869158738127379,0.5731357012953714,0.7709497150096147,0.5680350141818297
0.7831775612920244,0.5635435742752575,0.7486033539532283,0.560917590250516
0.7813084075384051,0.5550390844033143,0.7262569829072366,0.5622211035403459
0.7757009379217558,0.5495679384080049,0.7932961057018302,0.532204369592933
0.7719626092465124,0.5391056381653403,0.7709497050200095,0.523047434218103
0.77383176467129,0.5287302370383361,0.7877095088612434,0.512344889467655
0.7906542169713529,0.5232592414472704,0.7988826629169826,0.5180360435107567
0.8130841099213217,0.5065584294149809,0.7709496950304042,0.5065638426295872
0.7719626092465124,0.5231472922262744,0.7877095088612434,0.48844693726001503
0.8037383166429038,0.489619897069218,0.7877094855521645,0.4770186027335055
0.8205607494461202,0.4766854493417472,0.7988826925528116,0.4689822739729002
0.8224299004144757,0.46971296066435697,0.7932960957122248,0.4699531207537518
0.822429890944579,0.4644996348385499,0.7821229120206566,0.45810507396079975
0.8224299098843726,0.45379365576761904,0.7039106255137054,0.5183535341443962
0.7700934588352096,0.5013737503056214,0.7653631081794228,0.4837570962959162
0.8168224291266682,0.45506863365663547,0.7821229086907883,0.5029749538978385
0.8224299004144757,0.44602937230439943,0.8044692794037931,0.42865625939555674
0.8299065427245381,0.43116869129867197,0.7094972223542922,0.5174998298037652
0.8130841149347965,0.4469838905557294,0.7877094855521645,0.45045766134501836
0.811214950040122,0.46680594521148183,0.8156424630953613,0.4142940240865313
0.839252338231167,0.4152789817792233,0.7486033576160835,0.5232703109693261
0.811214950040122,0.43774170017688074,0.8379888274816162,0.41483224903405047
0.8336448619298846,0.407655100677615,0.8379888274816162,0.40073518796340046
0.8373831727794397,0.4008974045793587,0.8100558762443798,0.4018738745977093
0.8373831811352311,0.4153365417618618,0.8379888274816162,0.392771458992079
0.8261682196198222,0.41893917600685193,0.8100558762443798,0.3946796007995499
0.8485981348519013,0.3877166843859949,0.7877095088612434,0.41928234779634954
0.8392523270901119,0.39151950807214897,0.8044692893933983,0.4000609327294973
0.8523364457014565,0.37943476995575093,0.7988826825632064,0.41363352720297913
0.8542056027973923,0.3680492575480559,0.8491620211627896,0.38239122419383936
0.8429906507518804,0.3722881839097103,0.8268156367973243,0.3734088235394249
